Date,Value,zscore,rolling_mean,rolling_std,first_difference
2022-09-08,68.69924834885958,-1.1444008061609685,73.55489687711113,5.292689430825461,-8.259412986447145
2022-09-09,79.66563206872969,-0.7425745847025034,75.13240810703932,5.222923539340677,10.966383719870109
2022-09-10,85.76251546731433,-0.5191748130633683,76.95440111235327,6.441071892341529,6.096883398584637
2022-09-11,80.39224911542686,-0.7159501486276829,78.10107803258106,6.1978659022505544,-5.370266351887466
2022-09-12,67.71405491805344,-1.1804999035315304,77.55516984198286,6.990200548247818,-12.67819419737343
2022-09-13,72.97352651867935,-0.9877842687212752,76.0236982531957,6.583665666075886,5.259471600625915
2022-09-14,81.81587072674508,-0.6637863262159149,76.71758530911548,6.9446942924055355,8.842344208065725
2022-09-15,72.0324266383194,-1.0222677063430015,77.19375363618117,6.395864590007182,-9.783444088425682
2022-09-16,77.88218506391514,-0.8079229975815427,76.93897549263623,6.316009745752486,5.849758425595752
2022-09-17,79.6314403556506,-0.7438274249479957,76.06310761954141,5.218179316687462,1.7492552917354516
2022-09-18,71.22168049195028,-1.0519747701189324,74.75302638761617,5.100002172994757,-8.409759863700316
2022-09-19,75.65966096077035,-0.8893599129111491,75.88811296514716,4.047963461581451,4.437980468820072
2022-09-20,59.85480873875893,-1.468475527621328,74.01401042515853,7.329191145311013,-15.80485222201142
2022-09-21,71.04597755396422,-1.0584128129116686,72.47545425761841,6.502209450913834,11.191168815205288
2022-09-22,75.01476690235462,-0.9129898851384274,72.90150286676631,6.565739102544318,3.968789348390402
2022-09-23,70.1513133132549,-1.091194772808517,71.79709261667199,6.229926072377456,-4.86345358909972
2022-09-24,84.66784419136759,-0.5592853575955457,72.51657887891727,7.4557303625589775,14.51653087811269
2022-09-25,69.47358246494329,-1.1160279386815528,72.26685058934484,7.535184218580882,-15.194261726424301
2022-09-26,74.54551731609666,-0.9301839568564665,72.10768721153433,7.462995781599183,5.071934851153372
2022-09-27,77.52384634626968,-0.8210531138160178,74.63183544117871,5.3037771937343665,2.9783290301730148
2022-09-28,84.20387065934325,-0.5762861060640013,76.51153445623287,6.093889259533914,6.680024313073574
2022-09-29,69.9485141084621,-1.0986256670994963,75.78778405710536,6.582541787916808,-14.255356550881146
2022-09-30,83.07692614683016,-0.6175791947269477,77.63430017618752,6.550745197427674,13.128412038368054
2022-10-01,77.44851818170862,-0.823813260871617,76.60296788909339,5.782038645392982,-5.628407965121539
2022-10-02,72.6290183003038,-1.0004076128598183,77.05374443700204,5.2302576054475844,-4.819499881404823
2022-10-03,79.98925013563183,-0.7307166898539615,77.83142055407849,5.199777192842004,7.360231835328037
2022-10-04,78.81916344439391,-0.7735905784510809,78.01646585381052,5.210045407904944,-1.1700866912379269
2022-10-05,74.97087136257653,-0.9145982894527822,76.69746595427242,4.503346558342695,-3.8482920818173767
2022-10-06,78.47201224430022,-0.7863107657591055,77.91510854510645,3.3887773240633865,3.5011408817236855
2022-10-07,76.35043102894346,-0.8640489687128647,76.95418067112261,2.5246467949544935,-2.1215812153567555
2022-10-08,79.00152901563855,-0.7669084058872506,77.17603936168403,2.6408889082725078,2.651097986695092
